index,Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Tags,lat,lng,countries
38483,12 Folgate Street City of London London E1 6BX UK,8/11/2015,9.4,Batty Langley s, United Kingdom , I was wrongly charged for a bottle of champagne and they didn t run through my bill with me at checkout , Very comfortable room and helpful staff,8.3, leisure trip  couple  club double room  stayed 1 night  submitted from a mobile device ,51.5208575,-0.0779503,uk
39307,12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG UK,8/7/2015,8.0,Best Western Mornington Hotel Hyde Park, United States of America , The room was small But I m fairness most euro hotels are , The central location The staff was very accommodating to our needs ,8.8, leisure trip  family with young children  executive suite 2 adults 2 children  stayed 5 nights  submitted from a mobile device ,51.5119933,-0.1782794,uk
40088,12 Osborn Street Aldgate East Tower Hamlets London E1 6TE UK,10/6/2015,8.9,Arbor City, United Kingdom ,No Negative, Great central location Staff were really friendly and helpful,8.3, leisure trip  group  club double room  stayed 1 night ,51.5166755,-0.0697897,uk
40184,12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,1/23/2016,9.0,Hotel La Lanterne, Luxembourg , Nothing, The staff was perfect,10.0, leisure trip  family with young children  suite with free pool and hammam access  stayed 2 nights ,48.8489839,2.348383,france
40256,12 Rue de Louvois 2nd arr 75002 Paris France,9/18/2016,9.3,H tel Square Louvois, Bangladesh , behaves of staff, U should change the manager ,3.5, leisure trip  family with young children  superior double or twin room  stayed 1 night  submitted from a mobile device ,48.8684165,2.336869,france
40418,12 rue de Marignan 8th arr 75008 Paris France,8/7/2015,8.7,Hotel Marignan Champs Elys es, Hungary ,No Negative, nice view from the balcony to Eiffel tower luxury hotel with discrete charm,9.2, leisure trip  group  2 rooms  stayed 3 nights ,48.8685093,2.3067895,france
40494,12 rue de Parme 9th arr 75009 Paris France,8/13/2015,9.0,Le Grey Hotel, Nigeria ,No Negative, Everything ,9.6, leisure trip  family with young children  deluxe triple room  stayed 1 night  submitted from a mobile device ,48.881407,2.3274204,france
40534,12 rue des Saussaies 8th arr 75008 Paris France,8/17/2015,9.0,Le Pavillon des Lettres, United Arab Emirates , Nothing serious but the hotel has very dark decoration It needs some bright colours , Location,9.2, leisure trip  family with older children  deluxe double or twin room  stayed 2 nights  submitted from a mobile device ,48.8713699,2.3181191,france
40608,12 Rue Jean Goujon 8th arr 75008 Paris France,8/5/2015,8.7,H tel San R gis, Kuwait ,No Negative, Staff deluxe rooms and location,9.2, leisure trip  family with young children  deluxe room  stayed 2 nights  submitted from a mobile device ,48.8665788,2.3084447,france
40683,12 rue Saint Didier 16th arr 75016 Paris France,8/4/2015,8.5,Garden Elys e, Qatar , not good attitude and respect, close to city,3.3, leisure trip  family with young children  classic room  stayed 2 nights  submitted from a mobile device ,48.8663444,2.2881979,france
40749,12 rue Saint Roch 1st arr 75001 Paris France,8/13/2015,8.4,Hotel Louvre Montana, Australia ,No Negative, The helpfulness of staff and the location,8.3, leisure trip  couple  classic double room  stayed 3 nights  submitted from a mobile device ,48.8644627,2.3318473,france
41517,12 Upper Woburn Place Camden London WC1H 0HX UK,8/5/2015,7.9,Ambassadors Bloomsbury, Hong Kong , Bathroom is small and smelly , Good location comfortable bed ,7.1, leisure trip  solo traveler  twin room  stayed 2 nights  submitted from a mobile device ,51.5266618,-0.1296571,uk
41647,123 boulevard S bastopol 2nd arr 75002 Paris France,8/4/2015,9.3,Le 123 S bastopol Astotel, United Kingdom , All doors should be soft close seemed that you can hear every door close , Fantastically clean,9.6, leisure trip  couple  superior double room  stayed 4 nights  submitted from a mobile device ,48.8675886,2.3531018,france
41700,123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,8/16/2015,9.2,Le 123 Elysees Astotel, United Kingdom , Nothing, Fabulous hotel really close to attractions,9.2, leisure trip  couple  standard double room  stayed 4 nights  submitted from a mobile device ,48.8730823,2.309659,france
41830,124 Clerkenwell Rd Camden London EC1R 5DJ UK,4/14/2016,7.8,The Bryson Hotel, Germany , Nothing However internet in the room was not stable It kept disconnecting , Location staff and facilities were excellent Would highly recommend ,8.8, business trip  solo traveler  standard double room  stayed 2 nights ,51.5220869,-0.1082443,uk
41888,128 avenue de Wagram 17th arr 75017 Paris France,8/27/2015,7.8,Best Western Mercedes Arc de Triomphe, Brunei , The elevator for 2 too crambed even with 1 luggage bag, Unlimited wifi access up to the room,6.3, leisure trip  family with older children  duplex family suite with spa bath  stayed 3 nights  submitted from a mobile device ,48.8848292,2.3035189,france
42640,128 King Henry s Road Camden London NW3 3ST UK,8/4/2015,8.3,London Marriott Hotel Regents Park, Ireland , Breakfast somewhat limited, Very comfortable place gym clean and spacious ,9.2, leisure trip  family with older children  deluxe with two double beds  stayed 3 nights ,51.5421476,-0.1703073,uk
42899,129 Bayswater Road London W2 4RJ UK,12/21/2015,7.8,Hilton London Hyde Park, United Kingdom , Bed was very uncomfortable and hotel was very average no better than a travel lodge, Breakfast was good,6.7, leisure trip  couple  deluxe queen guestroom  stayed 1 night  submitted from a mobile device ,51.51046,-0.1875844,uk
43147,13 15 Gower Street Camden London WC1E 6HE UK,8/8/2015,8.3,Staunton Hotel B B, United Kingdom ,No Negative, A fantastic hotel close to shopping and theatres will defo be staying here again ,10.0, leisure trip  couple  standard double room  stayed 1 night  submitted from a mobile device ,51.520378,-0.1303414,uk
43295,13 Boulevard Du Temple 3rd arr 75003 Paris France,8/9/2015,7.7,1K Hotel, United Kingdom , plastic tub many items did not look quite finished i would not pay the full price, clean room spacious quiet,7.9, leisure trip  family with young children  deluxe l double room  stayed 1 night ,48.8639318,2.3658744,france
43608,13 Rue De La Paix 2nd arr 75002 Paris France,8/6/2015,8.4,H tel Westminster, United Kingdom , Time it took us everyone else to get checked in to our room , Lovely hotel with good room facilities and great location ,9.6, leisure trip  couple  superior double room  stayed 1 night  submitted from a mobile device ,48.8693409,2.3310263,france
43687,13 rue des Beaux Arts 6th arr 75006 Paris France,9/20/2015,8.8,L H tel, Canada ,No Negative, The staff were extremely helpful and pleasant ,8.8, leisure trip  couple  small double room  stayed 4 nights  submitted from a mobile device ,48.8562272,2.3351758,france
43697,13 Rue Fran ois Ory 92120 Paris France,9/21/2015,7.5,Mercure Paris Porte d Orleans, Netherlands , Ths drain of the bath and the sink was blocked and needs cleaning , Very comfortable clean and convenient hotel ,7.5, business trip  solo traveler  standard double room  stayed 3 nights ,48.8178079,2.3293636,france
43732,13 rue Geoffroy Marie 9th arr 75009 Paris France,8/9/2015,8.4,Maxim Op ra, United Kingdom , No social area bar etc, Got a good deal Close to Metro,7.5, leisure trip  couple  superior room  stayed 4 nights ,48.8738557,2.3444232,france
43882,13 Rue Jules Cesar 12th arr 75012 Paris France,8/9/2015,8.6,Le Marceau Bastille, United States of America ,No Negative, Excellent boutique hotel Great location in a fascinating neighborhood away from crowds yet accessible to everywhere Love the Bastille community ,10.0, leisure trip  couple  privilege double room  stayed 4 nights  submitted from a mobile device ,48.8490691,2.3697484,france
44049,13 rue Saint Sulpice 6th arr 75006 Paris France,8/4/2015,8.6,Hotel Odeon Saint Germain, United States of America , Super small elevator, Location was excellent ,9.2, leisure trip  couple  junior suite  stayed 6 nights ,48.8513515,2.3375084,france
44651,130 134 Southampton Row Camden London WC1B 5AF UK,8/4/2015,8.3,Mercure London Bloomsbury Hotel, Australia , Shower was very small toilet very close to the wall Wifi cuts in and out requiring constant log in , Great location friendly staff comfortable bed ,6.7, leisure trip  couple  standard double room  stayed 3 nights  submitted from a mobile device ,51.5210085,-0.1230966,uk
45620,130 135 Minories City of London London EC3N 1NU UK,1/13/2016,8.9,The Chamberlain, United Kingdom ,No Negative, Staff were very polite and customer focussed Room was very smart ,9.6, leisure trip  solo traveler  luxury double room  stayed 1 night ,51.5122457,-0.0757326,uk
46974,130 Tottenham Court Road Camden London W1T 5AY UK,8/4/2015,8.3,Radisson Blu Edwardian Grafton, United Kingdom ,No Negative, Hotel was lovely and clean Very comfortable location was perfect and the breakfast was good Nothing to complain about ,9.6, leisure trip  couple  standard double or twin room  stayed 1 night  submitted from a mobile device ,51.5241386,-0.1380807,uk
47015,132 Boulevard Haussmann 8th arr 75008 Paris France,2/3/2017,9.2,La Villa Haussmann, United Kingdom , Very bad smell in the lift , The breakfast was amazing ,9.6, leisure trip  solo traveler  superior double room  stayed 1 night  submitted from a mobile device ,48.8753446,2.3167161,france
47495,134 George Street Westminster Borough London W1H 5DN UK,8/5/2015,8.2,London Marriott Hotel Marble Arch, Lebanon , I left the hotel and went looking for another place to stay, Horrible hotel No wifi in rooms Lobby wifi not always working,2.9, leisure trip  family with young children  deluxe king room  stayed 3 nights  submitted from a mobile device ,51.5163841,-0.1635764,uk
48223,14 15 Langham Place Westminster Borough London W1B 2QS UK,8/4/2015,7.5,Saint Georges Hotel, United States of America , Small room very thin and hard mattresses and pillows Could hear everything going on in another room crying baby etc , Location was good ,5.0, leisure trip  family with older children  superior double room  stayed 2 nights ,51.517839,-0.1424476,uk
48779,14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU UK,8/6/2015,8.8,Park Grand London Lancaster Gate, Switzerland ,No Negative, Cozy clean very quiet Friendly and helpful staff ,9.2, business trip  solo traveler  deluxe double room  stayed 2 nights ,51.5132069,-0.1807816,uk
48806,14 Henrietta Street Westminster Borough London WC2E 8QH UK,5/15/2017,9.2,The Henrietta Hotel, United Kingdom ,No Negative, beds very comfy,10.0, business trip  solo traveler  deluxe double room  stayed 2 nights ,51.5109079,-0.1238221,uk
49000,14 Rue Beaujon 8th arr 75008 Paris France,8/12/2015,8.8,Sofitel Paris Arc De Triomphe, Benin ,No Negative, Staff availability and Room,9.2, leisure trip  family with young children  luxury room  stayed 1 night  submitted from a mobile device ,48.8751845,2.3013214,france
49080,14 Rue de la Sorbonne 5th arr 75005 Paris France,8/16/2015,8.3,Hotel Mercure La Sorbonne Saint Germain des Pr s, Ireland ,No Negative, Very convenient Excellent staff,9.6, leisure trip  couple  standard double room  stayed 2 nights ,48.8493499,2.3430569,france
49156,14 rue de la Tremoille 8th arr 75008 Paris France,8/4/2015,8.5,La Tremoille Paris, Switzerland , Rooms run down, The location and the staff,7.9, leisure trip  couple  deluxe double room  stayed 2 nights ,48.8668589,2.3028215,france
49398,14 Rue du Chevalier de Saint George 1st arr 75001 Paris France,11/1/2015,9.2,Hotel Op ra Richepanse, United Arab Emirates ,No Negative, Very professional and very polite and kind staff Extremely helpful and all English speaking Very modern stylish and classy interiors ,10.0, leisure trip  couple  classic room  stayed 3 nights  submitted from a mobile device ,48.8686931,2.325211,france
49513,14 Rue St Simon 7th arr 75007 Paris France,8/4/2015,9.0,H tel Duc De St Simon, United Kingdom ,No Negative, Fabulous staff great hotel ,8.8, leisure trip  couple  classic double room  stayed 3 nights  submitted from a mobile device ,48.8560685,2.3236846,france
49576,14 Rue Stanislas 6th arr 75006 Paris France,8/12/2015,9.1,Hotel Le Six, United States of America ,No Negative, The staff was wonderful and so helpful It really made a difference We will definitely be coming back some day Great experience ,9.6, leisure trip  family with older children  2 rooms  stayed 4 nights ,48.8438352,2.3280708,france
50594,140 Gloucester Road Kensington and Chelsea London SW7 4QH UK,8/7/2015,8.7,The Bailey s Hotel London, United States of America ,No Negative, The help from front desk ,10.0, leisure trip  group  standard double room  stayed 3 nights  submitted from a mobile device ,51.4938733,-0.1824963,uk
50672,140 Park Lane Westminster Borough London W1K 7AA UK,4/17/2016,8.8,London Marriott Hotel Park Lane, Qatar , The hotel has a relatively small loby with a stairs at its entrance , The hotel is located at oxford street and it is very nice safe and comfy ,9.6, leisure trip  family with young children  deluxe king or twin room  stayed 7 nights  submitted from a mobile device ,51.5131428,-0.1576714,uk
50877,141 rue St Honor 1st arr 75001 Paris France,8/6/2015,8.1,Best Western Premier Louvre Saint Honor , Canada , cups and glasses were dirty housekeeper argued with me over it see lip marks here , gret location,5.8, leisure trip  couple  classic room  stayed 5 nights ,48.861711,2.340674,france
51223,142 Minories City of London London EC3N 1LS UK,8/4/2015,9.2,Hotel Indigo London Tower Hill, United Kingdom , Wi Fi was unreliable, Location complimentary soft mini bar was a nice touch ,9.2, leisure trip  group  superior room  stayed 2 nights  submitted from a mobile device ,51.5128032,-0.07586,uk
51318,142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE UK,8/29/2015,8.7,Windermere Hotel, China ,No Negative, Good breakfast,7.9, leisure trip  family with young children  twin room  stayed 1 night  submitted from a mobile device ,51.4903724,-0.1459218,uk
